,,bilateral,inconclusive,left,right
-0.08,0.59,0.000673256479147,0.00574864769506,0.993549659465,2.84363607573e-05
-0.07,0.59,0.000662666860758,0.00562334560551,0.993686326245,2.7661288241e-05
-0.06,0.59,0.000653024558895,0.00549687149359,0.993823188176,2.69157718147e-05
-0.05,0.59,0.000642231544457,0.00537473461883,0.993956879956,2.61538802426e-05
-0.04,0.59,0.000631486144809,0.00525409715561,0.994089016465,2.54002346735e-05
-0.03,0.59,0.000620790402334,0.00513497344849,0.994219580963,2.46551858387e-05
-0.02,0.59,0.000610146458375,0.0050173776199,0.994348556817,2.3919104977e-05
-0.01,0.59,0.000599503101378,0.0048992524323,0.994478051431,2.31930353806e-05
-5.55111512313e-17,0.59,0.000590009970321,0.00478524637515,0.994602272287,2.24713673326e-05
0.01,0.59,0.000579752828553,0.00467228690157,0.994726195284,2.17649857333e-05
0.02,0.59,0.00056954930415,0.00456091317887,0.994848468368,2.1069148716e-05
0.03,0.59,0.000560736259995,0.0044523675343,0.994966520983,2.03752222222e-05
0.04,0.59,0.000550858823611,0.00434408445408,0.995085354094,1.97026283707e-05
0.05,0.59,0.00054097422966,0.00423519342467,0.995204789796,1.90425499077e-05
0.06,0.59,0.000531891557659,0.00412756784939,0.995322124807,1.84157863648e-05
0.07,0.59,0.000521870894602,0.00402216439611,0.995438186438,1.77782712778e-05
0.08,0.59,0.000511972170666,0.00392073821505,0.99555013663,1.71529846672e-05
0.09,0.59,0.000502122491469,0.0038186784872,0.995662656891,1.65421307074e-05
0.1,0.59,0.000492332654172,0.00371853497085,0.995773187577,1.59447979785e-05
0.11,0.59,0.0004826772047,0.0036221516481,0.995879810178,1.53609691104e-05
0.12,0.59,0.000473111457545,0.00352744385409,0.995984653103,1.47915858428e-05
0.13,0.59,0.00046363973993,0.00343441690545,0.996087706453,1.42369013965e-05
0.14,0.59,0.00045320777272,0.00334022868439,0.996192845606,1.37179367734e-05
0.15,0.59,0.000445094544046,0.00324978802237,0.996291933415,1.31840185019e-05
0.16,0.59,0.000435887165686,0.00316194889125,0.996389490544,1.26733991235e-05
0.17,0.59,0.000426790735952,0.00307579791211,0.996485233117,1.21782352267e-05
0.18,0.59,0.000417809484678,0.00299133528322,0.996579156642,1.16985898414e-05
0.19,0.59,0.000408899665233,0.00290628055016,0.996673584375,1.12354091219e-05
0.2,0.59,0.000400159625908,0.00282521067485,0.996763842882,1.0786817688e-05
0.21,0.59,0.00039154600354,0.00274582311557,0.996852277182,1.03536991491e-05
0.22,0.59,0.000384365038286,0.00266692534983,0.996938780044,9.92956764395e-06
0.23,0.59,0.000376215443573,0.00259079207621,0.997023464384,9.52809620277e-06
0.24,0.59,0.000368190668614,0.00251633405494,0.997106333679,9.14159709172e-06
0.25,0.59,0.000360292999414,0.00244354307523,0.997187394045,8.76988067433e-06
0.26,0.59,0.000352524423604,0.00237240970034,0.99726665315,8.41272621706e-06
0.27,0.59,0.000344886630514,0.00230292327086,0.99734412021,8.06988840335e-06
0.28,0.59,0.000337381015265,0.00223507191389,0.997419805983,7.74108778926e-06
0.29,0.59,0.000330008686324,0.00216884255813,0.997493722732,7.42602339056e-06
0.3,0.59,0.000322715439751,0.00210206286655,0.997568096627,7.12506674368e-06
0.31,0.59,0.000315611922992,0.00203907678401,0.997638474846,6.83644655142e-06
0.32,0.59,0.000307122899253,0.00197541701614,0.997710899172,6.56091247518e-06
0.33,0.59,0.00030031841209,0.00191560155322,0.99777778272,6.29731430537e-06
0.34,0.59,0.00029364842046,0.00185732434826,0.997842981563,6.04566795631e-06
0.35,0.59,0.000287021970169,0.0017983151918,0.997908856428,5.80640978055e-06
0.36,0.59,0.000280619057367,0.00174309050026,0.997970712987,5.57745575577e-06
0.37,0.59,0.000274349113536,0.00168934202892,0.998030949596,5.35926122574e-06
0.38,0.59,0.000268211308975,0.00163704756699,0.998089589694,5.1514300429e-06
0.39,0.59,0.000262204677139,0.00158618414867,0.998146657618,4.95355661761e-06
0.4,0.59,0.000256328128419,0.00153672811714,0.998202178513,4.76524154812e-06
0.41,0.59,0.000250580462919,0.0014886551899,0.998256178259,4.58608787139e-06
0.42,0.59,0.000243568807481,0.00144198832832,0.998310027565,4.41529942024e-06
0.43,0.59,0.000238086824878,0.00139660666873,0.998361053206,4.2533008748e-06
0.44,0.59,0.000232729769047,0.00135253221672,0.998410638706,4.09930832499e-06
0.45,0.59,0.000227496097686,0.00130973884799,0.998458812097,3.95295716554e-06
0.46,0.59,0.000220738909947,0.00126803392218,0.998507413495,3.81367311006e-06
0.47,0.59,0.0002157280415,0.00122565018333,0.998554939636,3.68213867075e-06
0.48,0.59,0.000209243047507,0.00118634548311,0.998600855192,3.55627697847e-06
0.49,0.59,0.000204471590276,0.00114638792744,0.99864570294,3.43754234559e-06
0.5,0.59,0.000199746870108,0.00110746034562,0.99868946784,3.32494467493e-06
0.51,0.59,0.000195299921551,0.00107193107624,0.998729551697,3.21730494936e-06
0.52,0.59,0.000190962138713,0.00103749219101,0.998768430589,3.11508167017e-06
0.53,0.59,0.000186555648735,0.00100189272201,0.998808532827,3.01880213295e-06
0.54,0.59,0.000182429904985,0.000969594800553,0.998845048692,2.92660282204e-06
0.55,0.59,0.00017824162451,0.000936160729836,0.998882757959,2.8396871157e-06
0.56,0.59,0.000174321711651,0.000905904434353,0.998917017281,2.75657337245e-06
0.57,0.59,0.000172416259006,0.000877217450511,0.998947689429,2.67686133413e-06
0.58,0.59,0.000171022467821,0.000849639965021,0.998976736683,2.60088386855e-06
0.59,0.59,0.000170023676869,0.000823445833916,0.999004002053,2.52843671629e-06
0.6,0.59,0.000171514201857,0.00079881839672,0.999027208886,2.4585155361e-06
0.61,0.59,0.000169308704793,0.000773263799655,0.99905503378,2.39371576097e-06
0.62,0.59,0.000167318109797,0.000748550410233,0.999081799325,2.33215529627e-06
0.63,0.59,0.000166042082144,0.000725422186576,0.999106263501,2.27223032642e-06
0.64,0.59,0.000164736759922,0.000702354240404,0.999130692431,2.21656870193e-06
0.65,0.59,0.000165766700291,0.000680683944774,0.999151386559,2.16279614354e-06
0.66,0.59,0.000167339781707,0.000660049313427,0.999170499396,2.11150915965e-06
0.67,0.59,0.000167159224666,0.000637158056219,0.999193618336,2.06438296438e-06
0.68,0.59,0.000167354938295,0.000615033897588,0.999215591759,2.01940524906e-06
0.69,0.59,0.000168085554354,0.000595763247434,0.999234175045,1.97615361686e-06
0.7,0.59,0.000169231928331,0.000577161208912,0.999251671708,1.93515435683e-06
0.71,0.59,0.000173006335326,0.000560356234676,0.999264742151,1.89527885048e-06
0.72,0.59,0.000175251822984,0.000543056812726,0.999279832945,1.85841917043e-06
0.73,0.59,0.000178026615557,0.000526368230598,0.999293781559,1.82359511972e-06
0.74,0.59,0.000183543683435,0.000511528677985,0.999303137982,1.78965650572e-06
0.75,0.59,0.000190313297966,0.000498879620461,0.999309050623,1.75645876895e-06
0.76,0.59,0.000195401443841,0.00048398826218,0.999318883217,1.72707650717e-06
0.77,0.59,0.000197929446946,0.000467296613592,0.999333074678,1.6992619106e-06
0.78,0.59,0.000205449666999,0.000453711085335,0.999339166165,1.67308314371e-06
0.79,0.59,0.000215194484981,0.000442415424021,0.999340742323,1.64776801007e-06
0.8,0.59,0.000223913703829,0.00042973016533,0.999344730536,1.62559435228e-06
0.81,0.59,0.000233672246014,0.000417520738237,0.999347201711,1.60530468193e-06
0.82,0.59,0.000245334365299,0.000405865113557,0.999347214843,1.58567841739e-06
0.83,0.59,0.000264344344385,0.000394879371941,0.999339210034,1.56624959756e-06
0.84,0.59,0.000277277063671,0.000384051177597,0.999337120687,1.55107133274e-06
0.85,0.59,0.00030237098289,0.000377304346589,0.999318791455,1.53321520667e-06
0.86,0.59,0.000323724312436,0.00036779778698,0.999306958077,1.51982323673e-06
0.87,0.59,0.000344837700647,0.000358423133133,0.999295229935,1.5092315246e-06
0.88,0.59,0.000368143875675,0.000349439141387,0.999280916414,1.50056884418e-06
0.89,0.59,0.000393843862944,0.000340834252154,0.999263827975,1.49391014527e-06
0.9,0.59,0.000422156855298,0.000332597278751,0.999243756519,1.48934736844e-06
0.91,0.59,0.000451734245071,0.000325010665978,0.999221768317,1.48677190357e-06
0.92,0.59,0.000486069515018,0.000317475001141,0.999194968737,1.48674662093e-06
0.93,0.59,0.000523417060802,0.000308138201765,0.999166954962,1.48977569128e-06
0.94,0.59,0.000565204539305,0.000299609403905,0.999133691614,1.49444242512e-06
0.95,0.59,0.000610922657074,0.000293158927495,0.999094416248,1.50216715962e-06
0.96,0.59,0.000660178816038,0.000284696159782,0.999053611929,1.51309532883e-06
0.97,0.59,0.000717461273345,0.000279310591307,0.999001701929,1.52620646904e-06
0.98,0.59,0.000777353000384,0.000271706334076,0.998949396318,1.54434778739e-06
0.99,0.59,0.000846032799655,0.00026665484748,0.998885747533,1.56481987948e-06
1.0,0.59,0.000920138244045,0.000259979578942,0.998818291762,1.59041536584e-06
1.01,0.59,0.00100042225527,0.000255568749945,0.99874238976,1.61923466464e-06
1.02,0.59,0.00108990534071,0.000249427789273,0.998659012748,1.65412155147e-06
1.03,0.59,0.00118783294165,0.000243494031285,0.998566978305,1.69472166597e-06
1.04,0.59,0.00128928880217,0.000240031857512,0.998468939067,1.74027308657e-06
1.05,0.59,0.00140206154642,0.000237102879056,0.998359041522,1.79405249261e-06
1.06,0.59,0.00152976498792,0.000231790372809,0.998236616663,1.8279758618e-06
1.07,0.59,0.00167111217263,0.000229149883408,0.998097848209,1.88973461973e-06
1.08,0.59,0.00182319562699,0.000226344241549,0.997948525747,1.93438485608e-06
1.09,0.59,0.00199035233909,0.000224750110993,0.997782891415,2.00613495993e-06
1.1,0.59,0.0021700769905,0.000222359026087,0.997605501399,2.06258411129e-06
1.11,0.59,0.0023651292741,0.000220349639757,0.997412374638,2.14644804957e-06
1.12,0.59,0.00257666575321,0.000218542101203,0.997202553085,2.23906069934e-06
1.13,0.59,0.00280552447245,0.000217029630577,0.996975104412,2.3414847259e-06
1.14,0.59,0.00305052770554,0.000215561574046,0.996731455054,2.45566682294e-06
1.15,0.59,0.00332026123418,0.000214164485536,0.99646301824,2.55604066757e-06
1.16,0.59,0.00360956500095,0.000213555609426,0.99617419497,2.68441943772e-06
1.17,0.59,0.00392412315311,0.000212379023974,0.995860699343,2.79847973067e-06
1.18,0.59,0.00425585478924,0.000209263243483,0.995531966577,2.91539022963e-06
1.19,0.59,0.00461420591102,0.000208565227201,0.995174159035,3.06982695305e-06
1.2,0.59,0.00500880809065,0.0002079681655,0.994780014262,3.20948143819e-06
1.21,0.59,0.00543238982779,0.000207747394016,0.994356510606,3.35217253812e-06
1.22,0.59,0.00588564513024,0.000208378768834,0.993902451409,3.52469230851e-06
1.23,0.59,0.00636006974167,0.000206070712344,0.993430147168,3.71237845771e-06
1.24,0.59,0.00686815028847,0.000203581663392,0.992924386669,3.88137941784e-06
1.25,0.59,0.00741212924396,0.000201741671716,0.992382046501,4.08258332961e-06
1.26,0.59,0.00798918789733,0.000201858246787,0.991804682457,4.27139902717e-06
1.27,0.59,0.00860494864955,0.000201963731395,0.991188621776,4.4658427822e-06
1.28,0.59,0.00926068279639,0.000204295510491,0.990530304315,4.71737790867e-06
1.29,0.59,0.00995702680558,0.000204364646135,0.989833686737,4.92181118806e-06
1.3,0.59,0.0106955044706,0.000204520195955,0.989094845303,5.13003035754e-06
1.31,0.59,0.0114722276923,0.000204903663521,0.988317497641,5.37100286579e-06
1.32,0.59,0.0122988739705,0.000203211331563,0.987492315567,5.59913087615e-06
1.33,0.59,0.0131758562138,0.000204931696736,0.986613377747,5.83434267686e-06
1.34,0.59,0.0141040363195,0.000203784152193,0.985686102504,6.07702479722e-06
1.35,0.59,0.0150876503088,0.00020411964072,0.984701908548,6.32150240505e-06
1.36,0.59,0.0161295461658,0.000205588726212,0.983658281392,6.58371609984e-06
1.37,0.59,0.0172277684502,0.000205978131776,0.982559408295,6.84512327192e-06
1.38,0.59,0.018398360058,0.000206015001065,0.981388561243,7.06369778097e-06
1.39,0.59,0.0196412305273,0.000206272519123,0.980145209972,7.28698123953e-06
1.4,0.59,0.020956954195,0.000209207789361,0.978826257757,7.58025822429e-06
1.41,0.59,0.0223507518092,0.000208724823325,0.977432750223,7.77314399279e-06
1.42,0.59,0.0238197238053,0.000208846269999,0.97596340572,8.02420502956e-06
1.43,0.59,0.0253753355909,0.000210085162573,0.974406272033,8.30721360138e-06
1.44,0.59,0.0270226503363,0.000212121750422,0.972756620695,8.6072185998e-06
1.45,0.59,0.0287759882541,0.000212771769113,0.971002415958,8.82401888199e-06
1.46,0.59,0.0306249016598,0.000213416565981,0.969152630542,9.05123234539e-06
1.47,0.59,0.0325685939561,0.000212805613372,0.967209323117,9.27731362544e-06
1.48,0.59,0.0346168653872,0.000213528486389,0.965160058389,9.54773762065e-06
1.49,0.59,0.0367861249451,0.000212728757794,0.962991411158,9.73513925349e-06
1.5,0.59,0.0390554766493,0.000213437146598,0.960721040661,1.00455427131e-05
1.51,0.59,0.0414425072455,0.000214743428979,0.958332451445,1.0297880619e-05
1.52,0.59,0.0439498148268,0.000215061240434,0.955824558138,1.05657944139e-05
1.53,0.59,0.0465838618303,0.000214152477061,0.953191212709,1.07729831816e-05
1.54,0.59,0.0493380478607,0.000213288516132,0.950437611901,1.10517217435e-05
1.55,0.59,0.052222530261,0.000210074850564,0.947556178233,1.12166556826e-05
1.56,0.59,0.0552268477465,0.000210020051858,0.94455169139,1.14408118861e-05
1.57,0.59,0.05834058657,0.000211976210674,0.941435727071,1.17101486317e-05
1.58,0.59,0.0615770896879,0.000208647400201,0.93820242139,1.18415213898e-05
1.59,0.59,0.0649146329167,0.00020746100024,0.934865899836,1.20062465272e-05
1.6,0.59,0.0683382692744,0.00020171611465,0.931447900791,1.21138201453e-05
1.61,0.59,0.0718222784287,0.000202861921359,0.927962439546,1.24201039961e-05
1.62,0.59,0.0753732926704,0.000202863773525,0.924411314375,1.25291808472e-05
1.63,0.59,0.0789517294853,0.000201414768564,0.920834208277,1.26474687656e-05
1.64,0.59,0.0825393178683,0.000205688949202,0.917242120438,1.2872744667e-05
1.65,0.59,0.086149626701,0.000203463867493,0.913633959401,1.29500306728e-05
1.66,0.59,0.0897487725134,0.000202661318362,0.910035500171,1.30659974432e-05
1.67,0.59,0.0933265325101,0.000201781088174,0.906458607134,1.30792674707e-05
1.68,0.59,0.0968868488294,0.000202297174598,0.902897753294,1.31007020679e-05
1.69,0.59,0.100415597051,0.000202689832021,0.899368658494,1.30546223494e-05
-0.1,0.6,0.000639451540344,0.00553174669774,0.993801903468,2.6898294064e-05
-0.09,0.6,0.000631533571849,0.00540746449174,0.993934831593,2.61703429346e-05
-0.08,0.6,0.000621015465745,0.005287210053,0.994066347126,2.54273556287e-05
-0.07,0.6,0.000610544031627,0.0051684261266,0.994196337816,2.46920254414e-05
-0.06,0.6,0.000598504035956,0.00505085451566,0.994326677097,2.39643517487e-05
-0.05,0.6,0.000588168675417,0.00493505951012,0.994453526396,2.32454180778e-05
-0.04,0.6,0.000577834877807,0.00481853219509,0.994581096855,2.25360717868e-05
-0.03,0.6,0.000567567671091,0.00470352494429,0.994707071433,2.18359519491e-05
-0.02,0.6,0.000558720214781,0.00459300431837,0.994827134446,2.11410209218e-05
-0.01,0.6,0.000548756781243,0.00448334793832,0.994947435283,2.0459997477e-05
-5.55111512313e-17,0.6,0.000538820912422,0.0043729470924,0.995068441644,1.9790351356e-05
0.01,0.6,0.000528927528831,0.00426439249026,0.995187548718,1.913126293e-05
0.02,0.6,0.000520601476789,0.00416051506536,0.995300407655,1.8475802593e-05
0.03,0.6,0.000512054365324,0.00405450404044,0.995415580281,1.78613136146e-05
0.04,0.6,0.000502312277745,0.00395296868206,0.995527483935,1.72351056366e-05
0.05,0.6,0.000492641342638,0.00385304832773,0.995637688783,1.66215463145e-05
0.06,0.6,0.000483019068064,0.00375269229433,0.995748266959,1.60216782777e-05
0.07,0.6,0.000473502486905,0.00365606370656,0.995854999297,1.54345091264e-05
0.08,0.6,0.000462421237709,0.00356080471372,0.99596191311,1.48609385721e-05
0.09,0.6,0.000454415005649,0.00346749144639,0.996063792147,1.43014013287e-05
0.1,0.6,0.000445208678959,0.00337580299414,0.996165232061,1.37562659304e-05
0.11,0.6,0.000437011322073,0.00328317919027,0.996266562924,1.32465635013e-05
0.12,0.6,0.000427715704801,0.00319502809944,0.996364527825,1.27283711634e-05
0.13,0.6,0.000419785690352,0.00310716211876,0.996460832538,1.22196527499e-05
0.14,0.6,0.000410902566526,0.00302222853329,0.996555136295,1.17326050776e-05
0.15,0.6,0.000402131813357,0.00293895413014,0.996647653289,1.12607677697e-05
0.16,0.6,0.000393477402271,0.00285733847314,0.996738379941,1.08041836918e-05
0.17,0.6,0.000384943066341,0.00277738005106,0.996827314027,1.03628554724e-05
0.18,0.6,0.00037653227363,0.00269907624589,0.996914454734,9.93674600789e-06
0.19,0.6,0.000368248204926,0.00262242330462,0.996999802708,9.52578250031e-06
0.2,0.6,0.000361374877995,0.00254840547993,0.997081096021,9.12362134149e-06
0.21,0.6,0.000353545885789,0.00247491389606,0.997162796726,8.74349180089e-06
0.22,0.6,0.000345795507887,0.0024008960372,0.997244929772,8.37868308357e-06
0.23,0.6,0.000338171148033,0.00232846116359,0.997325339333,8.02835569558e-06
0.24,0.6,0.000330720307311,0.00225994594269,0.997401642453,7.69129671461e-06
0.25,0.6,0.000323329229288,0.00219077181438,0.997478529977,7.36897944339e-06
0.26,0.6,0.000314696658946,0.00212550265248,0.997552741737,7.05895124132e-06
0.27,0.6,0.000307665211025,0.00206181600842,0.997623756139,6.76264181763e-06
0.28,0.6,0.00030076530725,0.00199969808159,0.997693057328,6.47928271159e-06
0.29,0.6,0.000293997289201,0.00193913295193,0.997760661235,6.208524102e-06
0.3,0.6,0.000286005006376,0.00188014177921,0.9978279036,5.9496141226e-06
0.31,0.6,0.000279509428629,0.0018226299092,0.997892157706,5.70295601956e-06
0.32,0.6,0.000273145674472,0.00176661680205,0.997954769756,5.46776787486e-06
0.33,0.6,0.000266913230142,0.00171208249213,0.998015760621,5.24365689337e-06
0.34,0.6,0.000260811412472,0.00165900612919,0.998075152234,5.03022444558e-06
0.35,0.6,0.00025483938452,0.00160736603666,0.998132967505,4.82707382254e-06
0.36,0.6,0.000248996170412,0.00155713977253,0.998189230258,4.63379918597e-06
0.37,0.6,0.000243280669279,0.00150830419235,0.998243965137,4.45000108556e-06
0.38,0.6,0.000237691668184,0.00146083551358,0.998297197535,4.27528347166e-06
0.39,0.6,0.000232227854025,0.00141470938095,0.99834895351,4.1092552953e-06
0.4,0.6,0.0002268339581,0.00136783993854,0.998401373961,3.95214205441e-06
0.41,0.6,0.000219977337941,0.00132418984049,0.998452030674,3.80214806483e-06
0.42,0.6,0.000214696174848,0.00127765928956,0.998503983339,3.6611965921e-06
0.43,0.6,0.000208107022894,0.00123653576602,0.998551831382,3.52582939381e-06
0.44,0.6,0.000203190633052,0.00119462089785,0.998598790045,3.39842432417e-06
0.45,0.6,0.000198529016213,0.00115619116431,0.998642003137,3.27668222962e-06
0.46,0.6,0.000193979238568,0.00111891941102,0.998683940205,3.16114504278e-06
0.47,0.6,0.000189539552074,0.00108277906195,0.998724629886,3.05150022162e-06
0.48,0.6,0.00018506625793,0.00104558410752,0.99876640153,2.94810491526e-06
0.49,0.6,0.000180841603994,0.00101167569721,0.998804633376,2.84932288578e-06
0.5,0.6,0.000176721616577,0.000978817921263,0.998841704886,2.75557566274e-06
0.51,0.6,0.000172704444004,0.000946984433668,0.998877644519,2.66660357916e-06
0.52,0.6,0.000168683358454,0.000913943829597,0.998914789778,2.58303378139e-06
0.53,0.6,0.000164864497868,0.000884105162053,0.998948527472,2.50286762723e-06
0.54,0.6,0.000161142792406,0.00085521270085,0.998981217727,2.42677971502e-06
0.55,0.6,0.000157516355796,0.000827240987328,0.999012888092,2.35456455785e-06
0.56,0.6,0.000152543554646,0.000800209893125,0.999044961092,2.28546064834e-06
0.57,0.6,0.000149121473749,0.000774004803263,0.999074653284,2.22043896168e-06
0.58,0.6,0.000146066620643,0.00075089225681,0.999100883262,2.15786089707e-06
0.59,0.6,0.000144792076615,0.00072693982128,0.999126169603,2.09849870044e-06
0.6,0.6,0.000144031508227,0.000703944970915,0.999149981666,2.04185505084e-06
0.61,0.6,0.000143667739201,0.000682151234142,0.999172193233,1.98779361861e-06
0.62,0.6,0.000144069055435,0.000659536654377,0.999194458122,1.93616788824e-06
0.63,0.6,0.000142421893673,0.000638275760618,0.999217414405,1.88794030467e-06
0.64,0.6,0.00014097907122,0.000617731126666,0.999239447673,1.84212900494e-06
0.65,0.6,0.000139750819003,0.000597881394737,0.999260569155,1.79863085312e-06
0.66,0.6,0.000140919148396,0.000579393990539,0.999277930527,1.75633392326e-06
0.67,0.6,0.000142466678539,0.0005614902183,0.999294327034,1.71606872742e-06
0.68,0.6,0.000144494572725,0.000544467871306,0.999309359894,1.6776616713e-06
0.69,0.6,0.000144949581753,0.000527296291265,0.999326112216,1.64191087305e-06
0.7,0.6,0.000145548281619,0.0005085471888,0.999344295938,1.60859132872e-06
0.71,0.6,0.000146733834702,0.000492606508051,0.999359083272,1.57638536849e-06
0.72,0.6,0.000146614909632,0.000475009515954,0.99937682967,1.54590474526e-06
0.73,0.6,0.000149294498189,0.000461127281532,0.999388062368,1.51585263344e-06
0.74,0.6,0.000152031209255,0.000446907553081,0.999399572797,1.48844022971e-06
0.75,0.6,0.00015528655103,0.000433199800735,0.999410051059,1.46258887715e-06
0.76,0.6,0.000159102056599,0.000419987914978,0.999419471758,1.43827079061e-06
0.77,0.6,0.000164007752076,0.000406192368901,0.999428384857,1.41502172946e-06
0.78,0.6,0.000171963684076,0.000396401874646,0.999430243314,1.39112742751e-06
0.79,0.6,0.000178289279015,0.000384712426281,0.999435627435,1.3708598281e-06
0.8,0.6,0.000185413312195,0.000373460027265,0.999439774608,1.35205212872e-06
0.81,0.6,0.000193403465861,0.000362630929994,0.999442630886,1.33471793835e-06
0.82,0.6,0.000202333712054,0.000352211815816,0.999444135588,1.31888380522e-06
0.83,0.6,0.000214299624136,0.000341843613681,0.999442552756,1.30400629408e-06
0.84,0.6,0.000227866252108,0.000332556705183,0.99943828691,1.2901322522e-06
0.85,0.6,0.000242968682707,0.000323598408066,0.999432155294,1.27761535062e-06
0.86,0.6,0.000259474506046,0.000312996314607,0.999426262165,1.2670144018e-06
0.87,0.6,0.000280625603696,0.00030723683406,0.999410882521,1.25504082017e-06
0.88,0.6,0.00030426552399,0.000299835388877,0.999394653962,1.24512542486e-06
0.89,0.6,0.00032596257559,0.000294209856274,0.999378590359,1.23720960128e-06
0.9,0.6,0.000349442785738,0.000286943928294,0.999362381065,1.23222050611e-06
0.91,0.6,0.000374509045202,0.000277692857501,0.999346568978,1.22911931121e-06
0.92,0.6,0.000402561651833,0.00026897040483,0.999327239831,1.22811235256e-06
0.93,0.6,0.000433858369542,0.00026273671787,0.99930217648,1.2284323033e-06
0.94,0.6,0.000467245924856,0.000252467477377,0.99927905465,1.23194781767e-06
0.95,0.6,0.000505012524506,0.000246894244847,0.999246856843,1.23638732589e-06
0.96,0.6,0.000548706326437,0.000241949779234,0.999208101677,1.24221766058e-06
0.97,0.6,0.000592672981039,0.000236914760249,0.999169161488,1.25077075168e-06
0.98,0.6,0.000642506752103,0.000229994155651,0.999126236047,1.26304486347e-06
0.99,0.6,0.000697404201987,0.000225536431501,0.999075781487,1.27787907101e-06
1.0,0.6,0.000760577073493,0.000223985237173,0.999014145267,1.29242245821e-06
1.01,0.6,0.000825682868363,0.000218385518027,0.998954620043,1.31157096214e-06
1.02,0.6,0.000898429550332,0.000214720314614,0.998885513232,1.33690303233e-06
1.03,0.6,0.000980193607846,0.000211649934802,0.998806790691,1.36576608982e-06
1.04,0.6,0.00106982242938,0.000208517849501,0.998720260493,1.39922763721e-06
1.05,0.6,0.00117009238374,0.000205795423847,0.99862267522,1.43697200094e-06
1.06,0.6,0.00127473270204,0.000203052285728,0.998520732509,1.48250314819e-06
1.07,0.6,0.00139152810516,0.000200430835536,0.998406530209,1.51085066548e-06
1.08,0.6,0.00151627430928,0.000198056106807,0.998284105653,1.56393070034e-06
1.09,0.6,0.00165448266594,0.000195929194956,0.998147965216,1.62292305483e-06
1.1,0.6,0.0018082302958,0.000193894261093,0.99799621412,1.66132322261e-06
1.11,0.6,0.00196999361984,0.000192052922806,0.997836223762,1.72969571772e-06
1.12,0.6,0.00215076868378,0.000190575915185,0.997656876497,1.77890376236e-06
1.13,0.6,0.00234410780628,0.000187561832348,0.997466477144,1.853216872e-06
1.14,0.6,0.00255254632546,0.000186199823259,0.99725931653,1.93732091567e-06
1.15,0.6,0.00277751680089,0.000185073494826,0.997035377285,2.03241927176e-06
1.16,0.6,0.00302149092219,0.000184467907761,0.996791906984,2.13418589876e-06
1.17,0.6,0.00328681602135,0.000183520384192,0.996527437945,2.22564990602e-06
1.18,0.6,0.00357289019395,0.000182875523035,0.996241887909,2.34637397612e-06
1.19,0.6,0.00388889242284,0.000180202065884,0.9959284586,2.4469112681e-06
1.2,0.6,0.00422085792251,0.000177497645606,0.995599089693,2.55473881811e-06
1.21,0.6,0.00457517252884,0.00017513872692,0.995246993375,2.69536904916e-06
1.22,0.6,0.00495762028467,0.000175132367406,0.994864401406,2.84594142796e-06
1.23,0.6,0.00537612112239,0.000174819661527,0.994446107899,2.95131721067e-06
1.24,0.6,0.00582521548137,0.00017537962006,0.993996298239,3.10665931862e-06
1.25,0.6,0.00629545962344,0.000175965072187,0.9935252997,3.27560436614e-06
1.26,0.6,0.00679732613803,0.000175992924672,0.993023253982,3.42695496389e-06
1.27,0.6,0.00733092526556,0.000176743874255,0.992488721704,3.60915648906e-06
1.28,0.6,0.00790269118343,0.000175091919143,0.991918440533,3.77636408749e-06
1.29,0.6,0.00850792775161,0.000175405836492,0.991312715929,3.95048300768e-06
1.3,0.6,0.00914140942014,0.000174512972696,0.990679895629,4.18197798635e-06
1.31,0.6,0.00982581968882,0.000175334332693,0.989994459888,4.38609000715e-06
1.32,0.6,0.0105467918831,0.000175663363999,0.989272970673,4.57407963679e-06
1.33,0.6,0.0113149190198,0.000176586784964,0.988503729632,4.76456307787e-06
1.34,0.6,0.0121239262978,0.000177185383726,0.987693920234,4.96808455044e-06
1.35,0.6,0.0129755650449,0.000178749810676,0.986840481859,5.2032854348e-06
1.36,0.6,0.0138827502438,0.000179911252503,0.985931937353,5.40115095996e-06
1.37,0.6,0.0148410233919,0.000180325298972,0.984973032398,5.61891119766e-06
1.38,0.6,0.0158502069474,0.000181934395815,0.983961980087,5.87856962393e-06
1.39,0.6,0.0169300898819,0.000182688459915,0.982881137177,6.08448161759e-06
1.4,0.6,0.0180602956532,0.00018291986164,0.981750481016,6.30346929971e-06
1.41,0.6,0.0192658148977,0.000183222548559,0.980544460562,6.50199163457e-06
1.42,0.6,0.0205368950271,0.000185465142266,0.979270890187,6.74964339387e-06
1.43,0.6,0.0218806088633,0.000185784030454,0.977926619244,6.98786247597e-06
1.44,0.6,0.023314543106,0.000183655599815,0.976494657053,7.144241105e-06
1.45,0.6,0.0248164643967,0.000184929012972,0.974991207427,7.39916320225e-06
1.46,0.6,0.0264085525184,0.000185138807907,0.973398673521,7.63515281847e-06
1.47,0.6,0.0280904040964,0.00018730355733,0.971714383307,7.90903944602e-06
1.48,0.6,0.029878875743,0.000187825664142,0.969925207079,8.09151360443e-06
1.49,0.6,0.0317632699816,0.000187250099636,0.968041214283,8.26563570394e-06
1.5,0.6,0.033734946012,0.000186357554423,0.966070168934,8.52749921261e-06
1.51,0.6,0.0358214993682,0.000185576686963,0.963984229009,8.69493606333e-06
